Residual,Connection,Atom,Shift,Residual Num
a-D-Glcp," 6,until",H1,4.93,1
a-D-Glcp," 6,until",H2,3.53,1
a-D-Glcp," 6,until",H3,3.65,1
a-D-Glcp," 6,until",H4,3.39,1
a-D-Glcp," 6,until",H5,3.85,1
a-D-Glcp," 6,until",H6,3.87,1
a-L-Rhap," 6,6,until",H1,4.85,2
a-L-Rhap," 6,6,until",H2,3.93,2
a-L-Rhap," 6,6,until",H3,3.73,2
a-L-Rhap," 6,6,until",H4,3.26,2
a-L-Rhap," 6,6,until",H5,3.61,2
a-L-Rhap," 6,6,until",CH3,1.22,2
b-D-GlcpNAc," 2,6,6,until",H1,4.63,3
b-D-GlcpNAc," 2,6,6,until",H2,3.85,3
b-D-GlcpNAc," 2,6,6,until",H3,3.67,3
b-D-GlcpNAc," 2,6,6,until",H4,3.56,3
b-D-GlcpNAc," 2,6,6,until",H5,3.6,3
b-D-GlcpNAc," 2,6,6,until",H6,3.91,3
a-D-Glcp," 6,2,6,6,until",H1,4.93,4
a-D-Glcp," 6,2,6,6,until",H2,3.53,4
a-D-Glcp," 6,2,6,6,until",H3,3.69,4
a-D-Glcp," 6,2,6,6,until",H4,3.39,4
a-D-Glcp," 6,2,6,6,until",H5,3.67,4
a-D-Glcp," 6,2,6,6,until",H61,3.83,4
a-D-Glcp," 6,2,6,6,until",H62,3.72,4
a-L-FucpNAc," 3,2,6,6,until",H1,4.98,5
a-L-FucpNAc," 3,2,6,6,until",H2,4.32,5
a-L-FucpNAc," 3,2,6,6,until",H3,3.89,5
a-L-FucpNAc," 3,2,6,6,until",H4,3.85,5
a-L-FucpNAc," 3,2,6,6,until",H5,4.36,5
a-L-FucpNAc," 3,2,6,6,until",CH3,1.16,5
a-D-Glcp," 6,until",C1,98.9,1
a-D-Glcp," 6,until",C2,72.4,1
a-D-Glcp," 6,until",C3,73.8,1
a-D-Glcp," 6,until",C4,70.8,1
a-D-Glcp," 6,until",C5,72.18,1
a-D-Glcp," 6,until",C6,67.7,1
a-L-Rhap," 6,6,until",C1,100.0,2
a-L-Rhap," 6,6,until",C2,79.5,2
a-L-Rhap," 6,6,until",C3,71.1,2
a-L-Rhap," 6,6,until",C4,73.4,2
a-L-Rhap," 6,6,until",C5,69.68,2
a-L-Rhap," 6,6,until",C6,17.5,2
b-D-GlcpNAc," 2,6,6,until",C1,103.5,3
b-D-GlcpNAc," 2,6,6,until",C2,56.6,3
b-D-GlcpNAc," 2,6,6,until",C3,79.9,3
b-D-GlcpNAc," 2,6,6,until",C4,69.68,3
b-D-GlcpNAc," 2,6,6,until",C5,75.3,3
b-D-GlcpNAc," 2,6,6,until",C6,67.4,3
b-D-GlcpNAc," 2,6,6,until",CO,175.3,3
b-D-GlcpNAc," 2,6,6,until",CH3,23.3,3
a-D-Glcp," 6,2,6,6,until",C1,99.2,4
a-D-Glcp," 6,2,6,6,until",C2,72.5,4
a-D-Glcp," 6,2,6,6,until",C3,74.3,4
a-D-Glcp," 6,2,6,6,until",C4,70.8,4
a-D-Glcp," 6,2,6,6,until",C5,73.18,4
a-D-Glcp," 6,2,6,6,until",C6,61.8,4
a-L-FucpNAc," 3,2,6,6,until",C1,101.6,5
a-L-FucpNAc," 3,2,6,6,until",C2,49.0,5
a-L-FucpNAc," 3,2,6,6,until",C3,77.7,5
a-L-FucpNAc," 3,2,6,6,until",C4,72.18,5
a-L-FucpNAc," 3,2,6,6,until",C5,67.7,5
a-L-FucpNAc," 3,2,6,6,until",C6,16.3,5
a-L-FucpNAc," 3,2,6,6,until",CO,174.9,5
a-L-FucpNAc," 3,2,6,6,until",CH3,23.3,5
