Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,1,C1,DGlcNAc,1,-1.286,1.938,-0.094,102.66
ATOM,2,C2,DGlcNAc,1,-1.944,2.3,1.257,55.92
ATOM,3,C3,DGlcNAc,1,-3.472,2.102,1.161,73.37
ATOM,4,C4,DGlcNAc,1,-4.076,2.887,-0.027,79.87
ATOM,5,C5,DGlcNAc,1,-3.32,2.563,-1.351,75.66
ATOM,6,C6,DGlcNAc,1,-3.742,3.463,-2.526,61.22
ATOM,7,O1,DGlcNAc,1,0.084,2.283,-0.06,-1.0
ATOM,8,O3,DGlcNAc,1,-4.064,2.542,2.376,-1.0
ATOM,9,O4,DGlcNAc,1,-5.451,2.533,-0.128,-1.0
ATOM,10,O5,DGlcNAc,1,-1.875,2.718,-1.165,-1.0
ATOM,11,O6,DGlcNAc,1,-3.308,4.804,-2.308,-1.0
ATOM,12,HO3,DGlcNAc,1,-3.45,2.251,3.059,-1.0
ATOM,14,HO6,DGlcNAc,1,-2.478,4.723,-1.826,-1.0
ATOM,15,H1,DGlcNAc,1,-1.393,0.854,-0.305,4.49
ATOM,16,H2,DGlcNAc,1,-1.729,3.364,1.481,3.72
ATOM,17,H3,DGlcNAc,1,-3.686,1.022,1.028,3.73
ATOM,18,H4,DGlcNAc,1,-3.992,3.972,0.181,3.69
ATOM,19,H5,DGlcNAc,1,-3.541,1.513,-1.629,3.6
ATOM,20,H61,DGlcNAc,1,-3.301,3.081,-3.466,3.84
ATOM,21,H62,DGlcNAc,1,-4.839,3.436,-2.67,4.0
ATOM,22,NM,DGlcNAc,1,-1.412,1.481,2.293,-1.0
ATOM,23,CM,DGlcNAc,1,-0.755,2.054,3.351,-1.0
ATOM,24,CM2,DGlcNAc,1,-0.239,1.058,4.371,-1.0
ATOM,25,OM,DGlcNAc,1,-0.583,3.251,3.483,-1.0
ATOM,26,HM1,DGlcNAc,1,-1.521,0.458,2.247,-1.0
ATOM,27,HM2,DGlcNAc,1,0.276,1.579,5.211,-1.0
ATOM,28,HM3,DGlcNAc,1,0.491,0.363,3.896,-1.0
ATOM,29,HM4,DGlcNAc,1,-1.082,0.466,4.797,-1.0
ATOM,30,CM,DGlcNAc,1,0.782,1.556,0.954,-1.0
ATOM,31,HM1,DGlcNAc,1,0.376,0.568,1.029,-1.0
ATOM,32,HM2,DGlcNAc,1,0.672,2.061,1.891,-1.0
ATOM,33,HM3,DGlcNAc,1,1.821,1.498,0.701,-1.0
ATOM,34,C5,BGAL,2,-7.0,5.194,1.84,74.27
ATOM,35,H5,BGAL,2,-6.682,6.075,1.25,3.81
ATOM,36,O5,BGAL,2,-6.19,4.056,1.452,-1.0
ATOM,37,C1,BGAL,2,-6.276,3.636,0.061,103.68
ATOM,38,H1,BGAL,2,-5.933,4.46,-0.587,4.47
ATOM,41,C2,BGAL,2,-7.739,3.274,-0.288,70.83
ATOM,42,H2,BGAL,2,-8.03,2.369,0.283,3.62
ATOM,43,O2,BGAL,2,-7.846,2.991,-1.663,-1.0
ATOM,44,HO2,BGAL,2,-8.776,2.751,-1.835,-1.0
ATOM,45,C3,BGAL,2,-8.703,4.424,0.09,82.63
ATOM,46,H3,BGAL,2,-8.506,5.281,-0.584,3.72
ATOM,47,O3,BGAL,2,-10.034,4.011,-0.095,-1.0
ATOM,49,C4,BGAL,2,-8.505,4.906,1.55,69.1
ATOM,50,H4,BGAL,2,-9.121,5.811,1.724,4.12
ATOM,51,O4,BGAL,2,-8.943,3.889,2.42,-1.0
ATOM,52,HO4,BGAL,2,-9.879,3.717,2.212,-1.0
ATOM,53,C6,BGAL,2,-6.7,5.498,3.336,69.53
ATOM,54,H61,BGAL,2,-7.254,6.391,3.644,3.8
ATOM,55,O6,BGAL,2,-7.077,4.42,4.165,-1.0
ATOM,57,H62,BGAL,2,-5.637,5.72,3.472,4.03
ATOM,58,C1,DGlcNAc,3,-8.038,4.816,5.123,102.13
ATOM,59,C2,DGlcNAc,3,-8.571,3.569,5.865,55.99
ATOM,60,C3,DGlcNAc,3,-9.476,4.008,7.036,73.16
ATOM,61,C4,DGlcNAc,3,-8.752,4.999,7.977,79.83
ATOM,62,C5,DGlcNAc,3,-8.149,6.191,7.173,75.62
ATOM,63,C6,DGlcNAc,3,-7.246,7.101,8.025,61.17
ATOM,65,O3,DGlcNAc,3,-9.866,2.853,7.766,-1.0
ATOM,66,O4,DGlcNAc,3,-9.699,5.461,8.934,-1.0
ATOM,67,O5,DGlcNAc,3,-7.351,5.696,6.048,-1.0
ATOM,68,O6,DGlcNAc,3,-6.052,6.414,8.395,-1.0
ATOM,70,HO3,DGlcNAc,3,-10.02,2.184,7.09,-1.0
ATOM,72,HO6,DGlcNAc,3,-5.86,5.83,7.654,-1.0
ATOM,73,H1,DGlcNAc,3,-8.865,5.357,4.62,4.61
ATOM,74,H2,DGlcNAc,3,-7.708,3.001,6.267,3.76
ATOM,75,H3,DGlcNAc,3,-10.383,4.496,6.624,3.75
ATOM,76,H4,DGlcNAc,3,-7.934,4.465,8.5,3.7
ATOM,77,H5,DGlcNAc,3,-8.985,6.806,6.785,3.62
ATOM,78,H61,DGlcNAc,3,-6.985,8.011,7.451,3.86
ATOM,79,H62,DGlcNAc,3,-7.779,7.452,8.929,4.01
ATOM,80,NM,DGlcNAc,3,-9.304,2.743,4.967,-1.0
ATOM,81,CM,DGlcNAc,3,-8.893,1.458,4.726,-1.0
ATOM,82,CM2,DGlcNAc,3,-9.768,0.703,3.744,-1.0
ATOM,83,OM,DGlcNAc,3,-7.916,0.944,5.236,-1.0
ATOM,84,HM1,DGlcNAc,3,-10.144,3.113,4.498,-1.0
ATOM,85,HM2,DGlcNAc,3,-9.394,-0.336,3.594,-1.0
ATOM,86,HM3,DGlcNAc,3,-9.768,1.216,2.754,-1.0
ATOM,87,HM4,DGlcNAc,3,-10.814,0.642,4.123,-1.0
ATOM,88,C5,BGAL,4,-9.111,3.119,11.678,75.78
ATOM,89,H5,BGAL,4,-8.05,3.348,11.897,3.72
ATOM,90,O5,BGAL,4,-9.448,3.668,10.378,-1.0
ATOM,91,C1,BGAL,4,-9.328,5.112,10.228,103.8
ATOM,92,H1,BGAL,4,-8.278,5.406,10.395,4.48
ATOM,95,C2,BGAL,4,-10.238,5.823,11.256,70.92
ATOM,96,H2,BGAL,4,-11.297,5.615,11.0,3.63
ATOM,97,O2,BGAL,4,-10.028,7.215,11.197,-1.0
ATOM,98,HO2,BGAL,4,-10.632,7.624,11.844,-1.0
ATOM,99,C3,BGAL,4,-9.968,5.31,12.69,82.78
ATOM,100,H3,BGAL,4,-8.958,5.647,12.997,3.73
ATOM,101,O3,BGAL,4,-10.909,5.859,13.578,-1.0
ATOM,103,C4,BGAL,4,-10.006,3.763,12.781,69.09
ATOM,104,H4,BGAL,4,-9.677,3.447,13.791,4.14
ATOM,105,O4,BGAL,4,-11.334,3.336,12.587,-1.0
ATOM,106,HO4,BGAL,4,-11.876,3.76,13.276,-1.0
ATOM,107,C6,BGAL,4,-9.248,1.573,11.586,61.74
ATOM,108,H61,BGAL,4,-8.685,1.209,10.719,3.77
ATOM,109,O6,BGAL,4,-8.753,0.942,12.747,-1.0
ATOM,110,HO6,BGAL,4,-8.86,-0.002,12.615,-1.0
ATOM,111,H62,BGAL,4,-10.294,1.294,11.427,3.79
ATOM,112,C1,DGlcNAc,5,-10.286,6.655,14.566,103.24
ATOM,113,C2,DGlcNAc,5,-11.365,7.4,15.386,56.75
ATOM,114,C3,DGlcNAc,5,-10.705,8.119,16.581,74.62
ATOM,115,C4,DGlcNAc,5,-9.867,7.144,17.443,70.85
ATOM,116,C5,DGlcNAc,5,-8.86,6.346,16.561,76.6
ATOM,117,C6,DGlcNAc,5,-8.143,5.22,17.327,61.84
ATOM,119,O3,DGlcNAc,5,-11.725,8.705,17.378,-1.0
ATOM,120,O4,DGlcNAc,5,-9.183,7.912,18.427,-1.0
ATOM,121,O5,DGlcNAc,5,-9.549,5.742,15.418,-1.0
ATOM,122,O6,DGlcNAc,5,-9.062,4.183,17.664,-1.0
ATOM,124,HO3,DGlcNAc,5,-12.364,9.039,16.739,-1.0
ATOM,125,HO4,DGlcNAc,5,-9.85,8.519,18.766,-1.0
ATOM,126,HO6,DGlcNAc,5,-9.696,4.165,16.939,-1.0
ATOM,127,H1,DGlcNAc,5,-9.593,7.374,14.084,4.74
ATOM,128,H2,DGlcNAc,5,-12.095,6.658,15.766,3.73
ATOM,129,H3,DGlcNAc,5,-10.044,8.922,16.197,3.59
ATOM,130,H4,DGlcNAc,5,-10.551,6.432,17.945,3.47
ATOM,131,H5,DGlcNAc,5,-8.089,7.051,16.19,3.47
ATOM,132,H61,DGlcNAc,5,-7.329,4.804,16.704,3.76
ATOM,133,H62,DGlcNAc,5,-7.658,5.612,18.241,3.91
ATOM,134,NM,DGlcNAc,5,-12.037,8.345,14.56,-1.0
ATOM,135,CM,DGlcNAc,5,-13.387,8.236,14.353,-1.0
ATOM,136,CM2,DGlcNAc,5,-13.962,9.309,13.448,-1.0
ATOM,137,OM,DGlcNAc,5,-14.086,7.364,14.833,-1.0
ATOM,138,HM1,DGlcNAc,5,-11.508,9.111,14.119,-1.0
ATOM,139,HM2,DGlcNAc,5,-15.062,9.177,13.323,-1.0
ATOM,140,HM3,DGlcNAc,5,-13.491,9.256,12.44,-1.0
ATOM,141,HM4,DGlcNAc,5,-13.783,10.319,13.882,-1.0
ATOM,142,C1,DGlcNAc,6,-10.692,4.801,-1.064,103.24
ATOM,143,C2,DGlcNAc,6,-12.073,4.184,-1.383,56.75
ATOM,144,C3,DGlcNAc,6,-12.871,5.14,-2.295,74.62
ATOM,145,C4,DGlcNAc,6,-12.977,6.557,-1.685,70.85
ATOM,146,C5,DGlcNAc,6,-11.57,7.1,-1.29,76.6
ATOM,147,C6,DGlcNAc,6,-11.629,8.416,-0.495,61.84
ATOM,149,O3,DGlcNAc,6,-14.174,4.603,-2.487,-1.0
ATOM,150,O4,DGlcNAc,6,-13.595,7.401,-2.649,-1.0
ATOM,151,O5,DGlcNAc,6,-10.853,6.116,-0.475,-1.0
ATOM,152,O6,DGlcNAc,6,-12.186,8.192,0.799,-1.0
ATOM,154,HO3,DGlcNAc,6,-14.03,3.654,-2.57,-1.0
ATOM,155,HO4,DGlcNAc,6,-14.337,6.885,-2.982,-1.0
ATOM,156,HO6,DGlcNAc,6,-11.901,7.305,1.044,-1.0
ATOM,157,H1,DGlcNAc,6,-10.069,4.864,-1.98,4.74
ATOM,158,H2,DGlcNAc,6,-12.625,4.043,-0.433,3.73
ATOM,159,H3,DGlcNAc,6,-12.363,5.206,-3.278,3.59
ATOM,160,H4,DGlcNAc,6,-13.613,6.51,-0.779,3.47
