Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,1,C1,DGlcNAc,1,-1.286,1.938,-0.094,102.66
ATOM,2,C2,DGlcNAc,1,-1.944,2.3,1.257,55.92
ATOM,3,C3,DGlcNAc,1,-3.472,2.102,1.161,73.37
ATOM,4,C4,DGlcNAc,1,-4.076,2.887,-0.027,79.87
ATOM,5,C5,DGlcNAc,1,-3.32,2.563,-1.351,75.66
ATOM,6,C6,DGlcNAc,1,-3.742,3.463,-2.526,61.22
ATOM,7,O1,DGlcNAc,1,0.084,2.283,-0.06,-1.0
ATOM,8,O3,DGlcNAc,1,-4.064,2.542,2.376,-1.0
ATOM,9,O4,DGlcNAc,1,-5.451,2.533,-0.128,-1.0
ATOM,10,O5,DGlcNAc,1,-1.875,2.718,-1.165,-1.0
ATOM,11,O6,DGlcNAc,1,-3.308,4.804,-2.308,-1.0
ATOM,12,HO3,DGlcNAc,1,-3.45,2.251,3.059,-1.0
ATOM,14,HO6,DGlcNAc,1,-2.478,4.723,-1.826,-1.0
ATOM,15,H1,DGlcNAc,1,-1.393,0.854,-0.305,4.49
ATOM,16,H2,DGlcNAc,1,-1.729,3.364,1.481,3.72
ATOM,17,H3,DGlcNAc,1,-3.686,1.022,1.028,3.73
ATOM,18,H4,DGlcNAc,1,-3.992,3.972,0.181,3.69
ATOM,19,H5,DGlcNAc,1,-3.541,1.513,-1.629,3.6
ATOM,20,H61,DGlcNAc,1,-3.301,3.081,-3.466,3.84
ATOM,21,H62,DGlcNAc,1,-4.839,3.436,-2.67,4.0
ATOM,22,NM,DGlcNAc,1,-1.412,1.481,2.293,-1.0
ATOM,23,CM,DGlcNAc,1,-0.755,2.054,3.351,-1.0
ATOM,24,CM2,DGlcNAc,1,-0.239,1.058,4.371,-1.0
ATOM,25,OM,DGlcNAc,1,-0.583,3.251,3.483,-1.0
ATOM,26,HM1,DGlcNAc,1,-1.521,0.458,2.247,-1.0
ATOM,27,HM2,DGlcNAc,1,0.276,1.579,5.211,-1.0
ATOM,28,HM3,DGlcNAc,1,0.491,0.363,3.896,-1.0
ATOM,29,HM4,DGlcNAc,1,-1.082,0.466,4.797,-1.0
ATOM,30,CM,DGlcNAc,1,0.782,1.556,0.954,-1.0
ATOM,31,HM1,DGlcNAc,1,0.376,0.568,1.029,-1.0
ATOM,32,HM2,DGlcNAc,1,0.672,2.061,1.891,-1.0
ATOM,33,HM3,DGlcNAc,1,1.821,1.498,0.701,-1.0
ATOM,34,C5,BGAL,2,-7.0,5.194,1.84,75.78
ATOM,35,H5,BGAL,2,-6.682,6.075,1.25,3.72
ATOM,36,O5,BGAL,2,-6.19,4.056,1.452,-1.0
ATOM,37,C1,BGAL,2,-6.276,3.636,0.061,103.8
ATOM,38,H1,BGAL,2,-5.933,4.46,-0.587,4.48
ATOM,41,C2,BGAL,2,-7.739,3.274,-0.288,70.92
ATOM,42,H2,BGAL,2,-8.03,2.369,0.283,3.63
ATOM,43,O2,BGAL,2,-7.846,2.991,-1.663,-1.0
ATOM,44,HO2,BGAL,2,-8.776,2.751,-1.835,-1.0
ATOM,45,C3,BGAL,2,-8.703,4.424,0.09,82.78
ATOM,46,H3,BGAL,2,-8.506,5.281,-0.584,3.73
ATOM,47,O3,BGAL,2,-10.034,4.011,-0.095,-1.0
ATOM,49,C4,BGAL,2,-8.505,4.906,1.55,69.09
ATOM,50,H4,BGAL,2,-9.121,5.811,1.724,4.14
ATOM,51,O4,BGAL,2,-8.943,3.889,2.42,-1.0
ATOM,52,HO4,BGAL,2,-9.879,3.717,2.212,-1.0
ATOM,53,C6,BGAL,2,-6.7,5.498,3.336,61.74
ATOM,54,H61,BGAL,2,-5.616,5.573,3.481,3.77
ATOM,55,O6,BGAL,2,-7.297,6.71,3.744,-1.0
ATOM,56,HO6,BGAL,2,-7.063,6.835,4.666,-1.0
ATOM,57,H62,BGAL,2,-7.051,4.677,3.968,3.79
ATOM,58,C1,DGlcNAc,3,-10.692,4.801,-1.064,103.14
ATOM,59,C2,DGlcNAc,3,-12.073,4.184,-1.383,56.28
ATOM,60,C3,DGlcNAc,3,-12.871,5.14,-2.295,73.09
ATOM,61,C4,DGlcNAc,3,-12.977,6.557,-1.685,79.66
ATOM,62,C5,DGlcNAc,3,-11.57,7.1,-1.29,75.47
ATOM,63,C6,DGlcNAc,3,-11.629,8.416,-0.495,61.24
ATOM,65,O3,DGlcNAc,3,-14.174,4.603,-2.487,-1.0
ATOM,66,O4,DGlcNAc,3,-13.595,7.401,-2.649,-1.0
ATOM,67,O5,DGlcNAc,3,-10.853,6.116,-0.475,-1.0
ATOM,68,O6,DGlcNAc,3,-12.186,8.192,0.799,-1.0
ATOM,70,HO3,DGlcNAc,3,-14.03,3.654,-2.57,-1.0
ATOM,72,HO6,DGlcNAc,3,-11.901,7.305,1.044,-1.0
ATOM,73,H1,DGlcNAc,3,-10.069,4.864,-1.98,4.77
ATOM,74,H2,DGlcNAc,3,-12.625,4.043,-0.433,3.78
ATOM,75,H3,DGlcNAc,3,-12.363,5.206,-3.278,3.76
ATOM,76,H4,DGlcNAc,3,-13.613,6.51,-0.779,3.71
ATOM,77,H5,DGlcNAc,3,-10.998,7.289,-2.22,3.62
ATOM,78,H61,DGlcNAc,3,-10.611,8.835,-0.39,3.85
ATOM,79,H62,DGlcNAc,3,-12.22,9.179,-1.037,3.98
ATOM,80,NM,DGlcNAc,3,-11.907,2.924,-2.026,-1.0
ATOM,81,CM,DGlcNAc,3,-12.406,1.788,-1.445,-1.0
ATOM,82,CM2,DGlcNAc,3,-12.148,0.523,-2.24,-1.0
ATOM,83,OM,DGlcNAc,3,-13.002,1.765,-0.384,-1.0
ATOM,84,HM1,DGlcNAc,3,-11.412,2.868,-2.927,-1.0
ATOM,85,HM2,DGlcNAc,3,-12.583,-0.366,-1.727,-1.0
ATOM,86,HM3,DGlcNAc,3,-11.052,0.355,-2.352,-1.0
ATOM,87,HM4,DGlcNAc,3,-12.611,0.598,-3.251,-1.0
ATOM,88,C5,BGAL,4,-17.096,7.183,-1.624,75.78
ATOM,89,H5,BGAL,4,-17.018,7.594,-0.599,3.72
ATOM,90,O5,BGAL,4,-15.767,6.83,-2.087,-1.0
ATOM,91,C1,BGAL,4,-14.799,7.914,-2.181,103.8
ATOM,92,H1,BGAL,4,-14.643,8.347,-1.178,4.48
ATOM,95,C2,BGAL,4,-15.326,9.005,-3.143,70.92
ATOM,96,H2,BGAL,4,-15.362,8.589,-4.17,3.63
ATOM,97,O2,BGAL,4,-14.451,10.109,-3.137,-1.0
ATOM,98,HO2,BGAL,4,-14.809,10.762,-3.767,-1.0
ATOM,99,C3,BGAL,4,-16.751,9.459,-2.746,82.78
ATOM,100,H3,BGAL,4,-16.687,10.005,-1.783,3.73
ATOM,101,O3,BGAL,4,-17.261,10.334,-3.72,-1.0
ATOM,103,C4,BGAL,4,-17.72,8.264,-2.558,69.09
ATOM,104,H4,BGAL,4,-18.681,8.633,-2.147,4.14
ATOM,105,O4,BGAL,4,-17.964,7.683,-3.817,-1.0
ATOM,106,HO4,BGAL,4,-18.339,8.379,-4.387,-1.0
ATOM,107,C6,BGAL,4,-17.929,5.872,-1.541,61.74
ATOM,108,H61,BGAL,4,-17.373,5.124,-0.967,3.77
ATOM,109,O6,BGAL,4,-19.174,6.093,-0.915,-1.0
ATOM,110,HO6,BGAL,4,-19.625,5.246,-0.892,-1.0
ATOM,111,H62,BGAL,4,-18.083,5.457,-2.542,3.79
ATOM,112,C1,DGlcNAc,5,-17.529,11.612,-3.179,103.14
ATOM,113,C2,DGlcNAc,5,-17.887,12.591,-4.32,56.28
ATOM,114,C3,DGlcNAc,5,-18.363,13.933,-3.723,73.09
ATOM,115,C4,DGlcNAc,5,-19.525,13.733,-2.722,79.66
ATOM,116,C5,DGlcNAc,5,-19.155,12.667,-1.646,75.47
ATOM,117,C6,DGlcNAc,5,-20.341,12.278,-0.745,61.24
ATOM,119,O3,DGlcNAc,5,-18.787,14.777,-4.785,-1.0
ATOM,120,O4,DGlcNAc,5,-19.799,14.992,-2.116,-1.0
ATOM,121,O5,DGlcNAc,5,-18.659,11.446,-2.286,-1.0
ATOM,122,O6,DGlcNAc,5,-21.318,11.556,-1.492,-1.0
ATOM,124,HO3,DGlcNAc,5,-18.152,14.611,-5.49,-1.0
ATOM,126,HO6,DGlcNAc,5,-20.815,11.057,-2.145,-1.0
ATOM,127,H1,DGlcNAc,5,-16.644,11.972,-2.616,4.77
ATOM,128,H2,DGlcNAc,5,-18.707,12.15,-4.921,3.78
ATOM,129,H3,DGlcNAc,5,-17.512,14.415,-3.2,3.76
ATOM,130,H4,DGlcNAc,5,-20.421,13.391,-3.276,3.71
ATOM,131,H5,DGlcNAc,5,-18.359,13.088,-0.999,3.62
ATOM,132,H61,DGlcNAc,5,-19.983,11.653,0.094,3.85
ATOM,133,H62,DGlcNAc,5,-20.798,13.175,-0.286,3.98
ATOM,134,NM,DGlcNAc,5,-16.752,12.805,-5.153,-1.0
ATOM,135,CM,DGlcNAc,5,-16.804,12.469,-6.481,-1.0
ATOM,136,CM2,DGlcNAc,5,-15.52,12.748,-7.239,-1.0
ATOM,137,OM,DGlcNAc,5,-17.776,11.985,-7.028,-1.0
ATOM,138,HM1,DGlcNAc,5,-15.893,13.212,-4.757,-1.0
ATOM,139,HM2,DGlcNAc,5,-15.623,12.465,-8.312,-1.0
ATOM,140,HM3,DGlcNAc,5,-14.681,12.157,-6.805,-1.0
ATOM,141,HM4,DGlcNAc,5,-15.268,13.832,-7.19,-1.0
ATOM,142,C5,BGAL,6,-22.469,16.236,-4.278,76.56
ATOM,143,H5,BGAL,6,-23.227,15.446,-4.116,3.8
ATOM,144,O5,BGAL,6,-21.185,15.755,-3.806,-1.0
ATOM,145,C1,BGAL,6,-21.092,15.419,-2.393,103.85
ATOM,146,H1,BGAL,6,-21.799,14.602,-2.168,4.51
ATOM,149,C2,BGAL,6,-21.44,16.659,-1.536,72.14
ATOM,150,H2,BGAL,6,-20.652,17.426,-1.68,3.61
ATOM,151,O2,BGAL,6,-21.474,16.303,-0.173,-1.0
ATOM,152,HO2,BGAL,6,-21.678,17.114,0.33,-1.0
ATOM,153,C3,BGAL,6,-22.8,17.265,-1.957,73.22
ATOM,154,H3,BGAL,6,-23.601,16.553,-1.676,3.75
ATOM,155,O3,BGAL,6,-23.017,18.472,-1.27,-1.0
ATOM,156,HO3,BGAL,6,-23.895,18.8,-1.542,-1.0
ATOM,157,C4,BGAL,6,-22.89,17.511,-3.484,78.99
ATOM,158,H4,BGAL,6,-23.922,17.817,-3.747,4.04
ATOM,159,O4,BGAL,6,-22.011,18.559,-3.821,-1.0
