Residual,Connection,Atom,Shift,Residual Num
B-D-GLCP1OME, ,H1,4.39,1
B-D-GLCP1OME, ,H2,3.35,1
B-D-GLCP1OME, ,H3,3.66,1
B-D-GLCP1OME, ,H4,3.55,1
B-D-GLCP1OME, ,H5,3.47,1
B-D-GLCP1OME, ,H6a,3.73,1
B-D-GLCP1OME, ,H6b,3.92,1
A-D-MANP,3,H1,5.24,2
A-D-MANP,3,H2,4.06,2
A-D-MANP,3,H3,3.86,2
A-D-MANP,3,H4,3.72,2
A-D-MANP,3,H5,3.95,2
A-D-MANP,3,H6a,3.78,2
A-D-MANP,3,H6b,3.86,2
B-D-GLCP1OME, ,C1,104.5,1
B-D-GLCP1OME, ,C2,74.1,1
B-D-GLCP1OME, ,C3,83.8,1
B-D-GLCP1OME, ,C4,71.3,1
B-D-GLCP1OME, ,C5,77.0,1
B-D-GLCP1OME, ,C6,62.2,1
B-D-GLCP1OME, ,OMe,58.3,1
A-D-MANP,3,C1,102.0,2
A-D-MANP,3,C2,71.6,2
A-D-MANP,3,C3,71.8,2
A-D-MANP,3,C4,68.1,2
A-D-MANP,3,C5,73.2,2
A-D-MANP,3,C6,62.1,2
