Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,labels
HETATM,1,C1,XYS,1,1.837,0.563,-0.576,C,95.0
HETATM,2,C2,XYS,1,1.104,0.408,0.742,C,74.2
HETATM,3,C3,XYS,1,-0.18,-0.381,0.512,C,75.7
HETATM,4,C4,XYS,1,-1.052,0.324,-0.54,C,72.1
HETATM,5,C5,XYS,1,-0.187,0.53,-1.803,C,63.7
HETATM,6,OH1,XYS,1,2.24,-0.679,-1.006,O,-1.0
HETATM,7,OH2,XYS,1,1.969,-0.265,1.67,O,-1.0
HETATM,8,OH3,XYS,1,-0.897,-0.505,1.743,O,-1.0
HETATM,9,O5,XYS,1,1.019,1.235,-1.518,O,-1.0
HETATM,10,HO1,XYS,1,3.07,-0.539,-1.699,H,-1.0
HETATM,11,HO2,XYS,1,1.439,-0.536,2.583,H,-1.0
HETATM,12,HO3,XYS,1,-0.803,-1.527,2.111,H,-1.0
HETATM,13,OH4,XYS,1,-2.214,-0.437,-0.846,O,-1.0
HETATM,14,HO4,XYS,1,-2.952,-0.307,-0.055,H,-1.0
HETATM,15,H5A,XYS,1,-0.779,1.165,-2.457,H,-1.0
HETATM,16,H5E,XYS,1,0.017,-0.355,-2.39,H,-1.0
HETATM,17,H1,XYS,1,2.722,1.181,-0.43,H,5.18
HETATM,18,H2,XYS,1,0.86,1.388,1.153,H,3.51
HETATM,19,H3,XYS,1,0.082,-1.379,0.159,H,3.65
HETATM,20,H4,XYS,1,-1.348,1.296,-0.146,H,3.61
