Residual,Connection,Atom,Shift,Residual Num
B-L-GALP, ,H1,4.77,1
B-L-GALP, ,H2,3.66,1
B-L-GALP, ,H3,3.71,1
B-L-GALP, ,H4,4.15,1
B-L-GALP, ,H5,3.76,1
B-D-XYLP,2,H1,4.72,2
B-D-XYLP,2,H2,3.33,2
B-D-XYLP,2,H3,3.5,2
B-D-XYLP,2,H4,3.65,2
B-D-XYLP,2,H51,3.29,2
B-D-XYLP,2,H52,3.97,2
B-D-XYLP,4,H1,4.38,3
B-D-XYLP,4,H2,3.41,3
B-D-XYLP,4,H3,3.58,3
B-D-XYLP,4,H4,3.81,3
B-D-XYLP,4,H51,3.83,3
B-D-XYLP,4,H52,4.14,3
B-D-XYLP," 4, 4",H1,4.51,4
B-D-XYLP," 4, 4",H2,3.48,4
B-D-XYLP," 4, 4",H3,3.7,4
B-D-XYLP," 4, 4",H4,3.73,4
B-D-XYLP," 4, 4",H51,3.34,4
B-D-XYLP," 4, 4",H52,4.04,4
B-D-GLCP," 4, 4, 3",H1,4.77,5
B-D-GLCP," 4, 4, 3",H2,3.48,5
B-D-GLCP," 4, 4, 3",H3,3.67,5
B-D-GLCP," 4, 4, 3",H4,3.67,5
B-D-GLCP," 4, 4, 3",H5,3.49,5
B-D-GLCP," 4, 4, 3",H6,3.93,5
A-D-GALP," 4, 4, 3, 3",H1,5.36,6
A-D-GALP," 4, 4, 3, 3",H2,3.88,6
A-D-GALP," 4, 4, 3, 3",H3,3.89,6
A-D-GALP," 4, 4, 3, 3",H4,4.03,6
A-D-GALP," 4, 4, 3, 3",H5,4.25,6
A-D-GALP," 4, 4, 3, 3",H6,3.75,6
B-L-GALP, ,C1,97.22,1
B-L-GALP, ,C2,80.47,1
B-L-GALP, ,C3,71.66,1
B-L-GALP, ,C4,78.53,1
B-L-GALP, ,C5,75.95,1
B-D-XYLP,2,C1,103.72,2
B-D-XYLP,2,C2,74.26,2
B-D-XYLP,2,C3,76.83,2
B-D-XYLP,2,C4,70.46,2
B-D-XYLP,2,C5,66.41,2
B-D-XYLP,4,C1,104.47,3
B-D-XYLP,4,C2,74.46,3
B-D-XYLP,4,C3,74.96,3
B-D-XYLP,4,C4,77.64,3
B-D-XYLP,4,C5,64.27,3
B-D-XYLP," 4, 4",C1,102.62,4
B-D-XYLP," 4, 4",C2,73.52,4
B-D-XYLP," 4, 4",C3,85.26,4
B-D-XYLP," 4, 4",C4,69.07,4
B-D-XYLP," 4, 4",C5,66.03,4
B-D-GLCP," 4, 4, 3",C1,103.72,5
B-D-GLCP," 4, 4, 3",C2,73.52,5
B-D-GLCP," 4, 4, 3",C3,83.8,5
B-D-GLCP," 4, 4, 3",C4,71.08,5
B-D-GLCP," 4, 4, 3",C5,76.83,5
B-D-GLCP," 4, 4, 3",C6,61.92,5
A-D-GALP," 4, 4, 3, 3",C1,100.23,6
A-D-GALP," 4, 4, 3, 3",C2,69.83,6
A-D-GALP," 4, 4, 3, 3",C3,70.7,6
A-D-GALP," 4, 4, 3, 3",C4,70.46,6
A-D-GALP," 4, 4, 3, 3",C5,72.04,6
A-D-GALP," 4, 4, 3, 3",C6,61.15,6
