Residual,Connection,Atom,Shift,Residual Num
A-D-GLCPN, ,H1,5.646,1
A-D-GLCPN, ,H2,3.348,1
A-D-GLCPN, ,H3,3.91,1
A-D-GLCPN, ,H4,3.629,1
A-D-GLCPN, ,H5,4.05,1
A-D-GLCPN, ,H6 a,3.819,1
A-D-GLCPN, ,H 6b,4.097,1
B-D-GLCPN,6,H1,4.691,2
B-D-GLCPN,6,H2,3.766,2
B-D-GLCPN,6,H3,3.72,2
B-D-GLCPN,6,H4,3.752,2
B-D-GLCPN,6,H5,3.68,2
B-D-GLCPN,6,H6 a,3.381,2
B-D-GLCPN,6,H6 b,3.666,2
A-D-KDOP," 6, 6",H3 ax,2.081,4
A-D-KDOP," 6, 6",H3 eq,1.974,4
A-D-KDOP," 6, 6",H4,3.96,4
A-D-KDOP," 6, 6",H5,4.297,4
A-D-KDOP," 6, 6",H6,3.503,4
A-D-KDOP," 6, 6",H7,3.684,4
A-D-KDOP," 6, 6",H8a,3.547,4
A-D-KDOP," 6, 6",H8 b,3.857,4
A-D-KDOP," 6, 6, 4",H3 ax,1.744,5
A-D-KDOP," 6, 6, 4",H3 eq,1.998,5
A-D-KDOP," 6, 6, 4",H4,4.031,5
A-D-KDOP," 6, 6, 4",H5,3.989,5
A-D-KDOP," 6, 6, 4",H6,3.557,5
A-D-KDOP," 6, 6, 4",H7,3.926,5
A-D-KDOP," 6, 6, 4",H8 a,3.716,5
A-D-KDOP," 6, 6, 4",H8 b,4.003,5
A-D-KDOP," 6, 6, 5",H3 ax,2.056,6
A-D-KDOP," 6, 6, 5",H3 eq,2.432,6
A-D-KDOP," 6, 6, 5",H4,4.463,6
A-D-KDOP," 6, 6, 5",H5,4.195,6
A-D-KDOP," 6, 6, 5",H6,4.378,6
A-D-KDOP," 6, 6, 5",H7,4.0,6
A-D-KDOP," 6, 6, 5",H8a,3.99,6
A-D-KDOP," 6, 6, 5",H8 b,3.99,6
A-D-GLCPNAC," 6, 6, 5, 4",H1,5.28,7
A-D-GLCPNAC," 6, 6, 5, 4",H2,3.469,7
A-D-GLCPNAC," 6, 6, 5, 4",H3,4.108,7
A-D-GLCPNAC," 6, 6, 5, 4",H4,3.915,7
A-D-GLCPNAC," 6, 6, 5, 4",H5,4.153,7
A-D-GLCPN," 6, 6, 5, 4, 4",H1,5.745,8
A-D-GLCPN," 6, 6, 5, 4, 4",H2,3.254,8
A-D-GLCPN," 6, 6, 5, 4, 4",H3,3.848,8
A-D-GLCPN," 6, 6, 5, 4, 4",H4,3.423,8
A-D-GLCPN," 6, 6, 5, 4, 4",H5,3.807,8
A-D-KDOP," 6, 6, 5, 5",H3 ax,1.869,9
A-D-KDOP," 6, 6, 5, 5",H3 eq,2.299,9
A-D-KDOP," 6, 6, 5, 5",H4,4.302,9
A-D-KDOP," 6, 6, 5, 5",H5,3.942,9
A-D-KDOP," 6, 6, 5, 5",H6,4.24,9
A-D-KDOP," 6, 6, 5, 5",H7,4.206,9
A-D-KDOP," 6, 6, 5, 5",H8a,3.492,9
A-D-KDOP," 6, 6, 5, 5",H8b,4.495,9
A-L-RHAP," 6, 6, 5, 5, 8",H1,4.841,10
A-L-RHAP," 6, 6, 5, 5, 8",H2,4.09,10
A-L-RHAP," 6, 6, 5, 5, 8",H3,3.85,10
A-L-RHAP," 6, 6, 5, 5, 8",H4,3.552,10
A-L-RHAP," 6, 6, 5, 5, 8",H5,3.748,10
A-L-RHAP," 6, 6, 5, 5, 8",H6,1.3,10
A-L-RHAP," 6, 6, 5, 5, 8, 3",H1,5.032,11
A-L-RHAP," 6, 6, 5, 5, 8, 3",H2,4.159,11
A-L-RHAP," 6, 6, 5, 5, 8, 3",H3,3.911,11
A-L-RHAP," 6, 6, 5, 5, 8, 3",H4,3.56,11
A-L-RHAP," 6, 6, 5, 5, 8, 3",H5,3.887,11
A-L-RHAP," 6, 6, 5, 5, 8, 3",H6,1.3,11
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",H1,5.046,12
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",H2,4.07,12
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",H3,3.844,12
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",H4,3.453,12
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",H5,3.838,12
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",H6,1.292,12
A-D-GLCPN, ,C1,91.3,1
A-D-GLCPN, ,C2,55.0,1
A-D-GLCPN, ,C3,70.1,1
A-D-GLCPN, ,C4,69.8,1
A-D-GLCPN, ,C5,73.0,1
A-D-GLCPN, ,C6,68.3,1
B-D-GLCPN,6,C1,101.4,2
B-D-GLCPN,6,C2,55.4,2
B-D-GLCPN,6,C3,74.5,2
B-D-GLCPN,6,C4,74.6,2
B-D-GLCPN,6,C5,74.6,2
B-D-GLCPN,6,C6,63.6,2
A-D-KDOP," 6, 6",C3,34.7,4
A-D-KDOP," 6, 6",C4,73.5,4
A-D-KDOP," 6, 6",C5,67.4,4
A-D-KDOP," 6, 6",C6,73.3,4
A-D-KDOP," 6, 6",C7,69.8,4
A-D-KDOP," 6, 6",C8,64.3,4
A-D-KDOP," 6, 6, 4",C3,34.8,5
A-D-KDOP," 6, 6, 4",C4,65.6,5
A-D-KDOP," 6, 6, 4",C5,67.4,5
A-D-KDOP," 6, 6, 4",C6,72.4,5
A-D-KDOP," 6, 6, 4",C7,71.8,5
A-D-KDOP," 6, 6, 4",C8,63.6,5
A-D-KDOP," 6, 6, 5",C3,34.7,6
A-D-KDOP," 6, 6, 5",C4,68.2,6
A-D-KDOP," 6, 6, 5",C5,69.7,6
A-D-KDOP," 6, 6, 5",C6,74.2,6
A-D-KDOP," 6, 6, 5",C7,71.1,6
A-D-KDOP," 6, 6, 5",C8,63.1,6
A-D-GLCPNAC," 6, 6, 5, 4",C1,91.5,7
A-D-GLCPNAC," 6, 6, 5, 4",C2,54.0,7
A-D-GLCPNAC," 6, 6, 5, 4",C3,71.2,7
A-D-GLCPNAC," 6, 6, 5, 4",C4,75.2,7
