Residual,Connection,Atom,Shift,Residual Num
B-D-RHAP4NAC, ,H1,4.63,1
B-D-RHAP4NAC, ,H2,4.02,1
B-D-RHAP4NAC, ,H3,3.68,1
B-D-RHAP4NAC, ,H4,3.84,1
B-D-RHAP4NAC, ,H5,3.47,1
B-D-RHAP4NAC, ,H6,1.24,1
A-D-RHAP4NAC,3,H1,4.93,2
A-D-RHAP4NAC,3,H2,3.93,2
A-D-RHAP4NAC,3,H3,4.07,2
A-D-RHAP4NAC,3,H4,3.91,2
A-D-RHAP4NAC,3,H5,3.91,2
A-D-RHAP4NAC,3,H6,1.19,2
A-D-RHAP4NAC," 3, 3",H1,5.13,3
A-D-RHAP4NAC," 3, 3",H2,4.12,3
A-D-RHAP4NAC," 3, 3",H3,4.03,3
A-D-RHAP4NAC," 3, 3",H4,3.88,3
A-D-RHAP4NAC," 3, 3",H5,3.81,3
A-D-RHAP4NAC," 3, 3",H6,1.16,3
B-D-RHAP4NAC, ,C1,98.1,1
B-D-RHAP4NAC, ,C2,71.3,1
B-D-RHAP4NAC, ,C3,80.7,1
B-D-RHAP4NAC, ,C4,53.1,1
B-D-RHAP4NAC, ,C5,71.9,1
B-D-RHAP4NAC, ,C6,18.0,1
A-D-RHAP4NAC,3,C1,103.3,2
A-D-RHAP4NAC,3,C2,68.2,2
A-D-RHAP4NAC,3,C3,75.8,2
A-D-RHAP4NAC,3,C4,52.3,2
A-D-RHAP4NAC,3,C5,69.5,2
A-D-RHAP4NAC,3,C6,18.0,2
A-D-RHAP4NAC," 3, 3",C1,101.7,3
A-D-RHAP4NAC," 3, 3",C2,78.2,3
A-D-RHAP4NAC," 3, 3",C3,69.0,3
A-D-RHAP4NAC," 3, 3",C4,54.3,3
A-D-RHAP4NAC," 3, 3",C5,69.7,3
A-D-RHAP4NAC," 3, 3",C6,18.0,3
