Residual,Connection,Atom,Shift,Residual Num
B-L-XYLP, ,H1,4.47,5
B-L-XYLP, ,H2,3.31,5
B-L-XYLP, ,H3,3.46,5
B-L-XYLP, ,H4,3.63,5
B-L-XYLP, ,H5,3.37,5
B-L-XYLP, ,H6,3.91,5
A-L-RHAP,1,H1,5.0,1
A-L-RHAP,1,H2,4.17,1
A-L-RHAP,1,H3,4.01,1
A-L-RHAP,1,H4,3.78,1
A-L-RHAP,1,H5,3.86,1
A-L-RHAP,1,H6,1.3,1
A-L-RHAP," 1, 3",H1,5.2,2
A-L-RHAP," 1, 3",H2,4.2,2
A-L-RHAP," 1, 3",H3,3.9,2
A-L-RHAP," 1, 3",H4,3.52,2
A-L-RHAP," 1, 3",H5,3.93,2
A-L-RHAP," 1, 3",H6,1.34,2
B-L-XYLP," 1, 3, 2",H1,4.44,3
B-L-XYLP," 1, 3, 2",H2,3.34,3
B-L-XYLP," 1, 3, 2",H3,3.49,3
B-L-XYLP," 1, 3, 2",H4,3.66,3
B-L-XYLP," 1, 3, 2",H5,3.3,3
B-L-XYLP," 1, 3, 2",H6,4.02,3
A-L-RHAP," 1, 3, 3",H1,5.22,4
A-L-RHAP," 1, 3, 3",H2,4.09,4
A-L-RHAP," 1, 3, 3",H3,3.94,4
A-L-RHAP," 1, 3, 3",H4,3.53,4
A-L-RHAP," 1, 3, 3",H5,3.94,4
A-L-RHAP," 1, 3, 3",H15,1.35,4
B-L-XYLP, ,C1,105.5,5
B-L-XYLP, ,C2,75.0,5
B-L-XYLP, ,C3,77.1,5
B-L-XYLP, ,C4,71.2,5
B-L-XYLP, ,C5,66.6,5
A-L-RHAP,1,C1,103.3,1
A-L-RHAP,1,C2,71.6,1
A-L-RHAP,1,C3,75.9,1
A-L-RHAP,1,C4,82.4,1
A-L-RHAP,1,C5,70.1,1
A-L-RHAP,1,C6,18.3,1
A-L-RHAP," 1, 3",C1,101.3,2
A-L-RHAP," 1, 3",C2,79.6,2
A-L-RHAP," 1, 3",C3,79.3,2
A-L-RHAP," 1, 3",C4,73.5,2
A-L-RHAP," 1, 3",C5,70.6,2
A-L-RHAP," 1, 3",C6,18.1,2
B-L-XYLP," 1, 3, 2",C1,104.5,3
B-L-XYLP," 1, 3, 2",C2,74.2,3
B-L-XYLP," 1, 3, 2",C3,77.1,3
B-L-XYLP," 1, 3, 2",C4,70.7,3
B-L-XYLP," 1, 3, 2",C5,66.6,3
A-L-RHAP," 1, 3, 3",C1,102.1,4
A-L-RHAP," 1, 3, 3",C2,79.3,4
A-L-RHAP," 1, 3, 3",C3,71.4,4
A-L-RHAP," 1, 3, 3",C4,73.7,4
A-L-RHAP," 1, 3, 3",C5,70.6,4
A-L-RHAP," 1, 3, 3",C6,18.0,4
